x1,x2,rank_Lambda,nullity_Lambda,active_dim,smith_applicable,lambda1_plus_lambda2
-2.8,2.9000000000000004,1,1,1,False,-1.005756347871589
-2.8,3.0,1,1,1,False,-1.0053904768714257
-2.7,-3.0,1,1,1,False,-0.7500593812714839
-2.7,-2.9,1,1,1,False,-0.741329522102596
-2.7,-2.8,1,1,1,False,-0.7348287116570873
-2.7,-2.7,1,1,1,False,-0.7307128037092878
-2.7,-2.6,1,1,1,False,-0.7290732316755921
-2.7,-2.5,1,1,1,False,-0.7299328375065527
-2.7,-2.4,1,1,1,False,-0.7332452522934573
-2.7,-2.3,1,1,1,False,-0.7388978575662007
-2.7,-2.2,1,1,1,False,-0.7467180561659957
-2.7,-2.1,1,1,1,False,-0.7564823250039152
-2.7,-2.0,1,1,1,False,-0.7679273258398566
-2.7,-1.9,1,1,1,False,-0.7807622288691362
-2.7,-1.7999999999999998,1,1,1,False,-0.7946813858072942
-2.7,-1.7,1,1,1,False,-0.809376544896878
-2.7,-1.5999999999999999,1,1,1,False,-0.824547912892104
-2.7,-1.5,1,1,1,False,-0.8399135649206356
-2.7,-1.4,1,1,1,False,-0.8552168643816138
-2.7,-1.2999999999999998,1,1,1,False,-0.8702317699782468
-2.7,-1.2,1,1,1,False,-0.884766059028319
-2.7,-1.0999999999999999,1,1,1,False,-0.8986626370277583
-2.7,-1.0,1,1,1,False,-0.9117991961460347
-2.7,-0.8999999999999999,1,1,1,False,-0.9240865438409072
-2.7,-0.7999999999999998,1,1,1,False,-0.9354659318838721
-2.7,-0.6999999999999997,1,1,1,False,-0.9459057199734389
-2.7,-0.5999999999999996,1,1,1,False,-0.9553976632048489
-2.7,-0.5,1,1,1,False,-0.9639530687277631
-2.7,-0.3999999999999999,1,1,1,False,-0.971599032034698
-2.7,-0.2999999999999998,1,1,1,False,-0.978374888577216
-2.7,-0.19999999999999973,1,1,1,False,-0.9843289868471937
-2.7,-0.09999999999999964,1,1,1,False,-0.9895158441242113
-2.7,0.0,1,1,1,False,-0.9939937060110536
-2.7,0.10000000000000009,1,1,1,False,-0.9978225101597848
-2.7,0.20000000000000018,1,1,1,False,-1.0010622357170538
-2.7,0.30000000000000027,1,1,1,False,-1.0037716116004238
-2.7,0.40000000000000036,1,1,1,False,-1.0060071363379717
-2.7,0.5,1,1,1,False,-1.007822368169573
-2.7,0.6000000000000001,1,1,1,False,-1.0092674536180122
-2.7,0.7000000000000002,1,1,1,False,-1.0103888382212434
-2.7,0.8000000000000003,1,1,1,False,-1.0112291367742055
-2.7,0.9000000000000004,1,1,1,False,-1.0118271184522685
-2.7,1.0,1,1,1,False,-1.012217786061642
-2.7,1.1000000000000005,1,1,1,False,-1.0124325207083729
-2.7,1.2000000000000002,1,1,1,False,-1.0124992771698427
-2.7,1.2999999999999998,1,1,1,False,-1.0124428029556485
-2.7,1.4000000000000004,1,1,1,False,-1.0122848785321104
-2.7,1.5,1,1,1,False,-1.0120445649852705
-2.7,1.6000000000000005,1,1,1,False,-1.0117384514618522
-2.7,1.7000000000000002,1,1,1,False,-1.011380892201874
-2.7,1.8000000000000007,1,1,1,False,-1.0109842367156396
-2.7,1.9000000000000004,1,1,1,False,-1.0105590470543826
-2.7,2.0,1,1,1,False,-1.0101142979279665
-2.7,2.1000000000000005,1,1,1,False,-1.009657563222355
-2.7,2.2,1,1,1,False,-1.0091951836432855
-2.7,2.3000000000000007,1,1,1,False,-1.0087324239793636
-2.7,2.4000000000000004,1,1,1,False,-1.008273610991761
-2.7,2.5,1,1,1,False,-1.0078222559828376
-2.7,2.6000000000000005,1,1,1,False,-1.0073811699262691
-2.7,2.7,1,1,1,False,-1.0069525581135605
-2.7,2.8000000000000007,1,1,1,False,-1.0065381119694905
-2.7,2.9000000000000004,1,1,1,False,-1.0061390818272284
-2.7,3.0,1,1,1,False,-1.0057563480936336
-2.6,-3.0,1,1,1,False,-0.7608054263252838
-2.6,-2.9,1,1,1,False,-0.7500593811604616
-2.6,-2.8,1,1,1,False,-0.7413295216585069
-2.6,-2.7,1,1,1,False,-0.7348287118791318
-2.6,-2.6,1,1,1,False,-0.7307128035982655
-2.6,-2.5,1,1,1,False,-0.7290732315645699
-2.6,-2.4,1,1,1,False,-0.729932837617575
-2.6,-2.3,1,1,1,False,-0.733245252182435
-2.6,-2.2,1,1,1,False,-0.7388978573441561
-2.6,-2.1,1,1,1,False,-0.7467180560549733
-2.6,-2.0,1,1,1,False,-0.7564823246708484
-2.6,-1.9,1,1,1,False,-0.767927325617812
-2.6,-1.7999999999999998,1,1,1,False,-0.780762228758114
-2.6,-1.7,1,1,1,False,-0.7946813859183164
-2.6,-1.5999999999999999,1,1,1,False,-0.8093765448413668
-2.6,-1.5,1,1,1,False,-0.8245479128365928
-2.6,-1.4,1,1,1,False,-0.8399135649206356
-2.6,-1.2999999999999998,1,1,1,False,-0.8552168643816137
-2.6,-1.2,1,1,1,False,-0.8702317699782469
-2.6,-1.0999999999999999,1,1,1,False,-0.884766059028319
-2.6,-1.0,1,1,1,False,-0.898662636916736
-2.6,-0.8999999999999999,1,1,1,False,-0.9117991963125681
-2.6,-0.7999999999999998,1,1,1,False,-0.9240865436188627
-2.6,-0.6999999999999997,1,1,1,False,-0.9354659318283609
-2.6,-0.5999999999999996,1,1,1,False,-0.9459057199179278
-2.6,-0.5,1,1,1,False,-0.9553976631770933
-2.6,-0.3999999999999999,1,1,1,False,-0.9639530688942965
-2.6,-0.2999999999999998,1,1,1,False,-0.9715990322567427
-2.6,-0.19999999999999973,1,1,1,False,-0.978374888438438
-2.6,-0.09999999999999964,1,1,1,False,-0.9843289865973935
-2.6,0.0,1,1,1,False,-0.9895158441519667
-2.6,0.10000000000000009,1,1,1,False,-0.9939937060249314
-2.6,0.20000000000000018,1,1,1,False,-0.997822510145907
-2.6,0.30000000000000027,1,1,1,False,-1.0010622355921537
-2.6,0.40000000000000036,1,1,1,False,-1.0037716116004238
-2.6,0.5,1,1,1,False,-1.0060071362341052
-2.6,0.6000000000000001,1,1,1,False,-1.0078223681882212
-2.6,0.7000000000000002,1,1,1,False,-1.0092674536180122
-2.6,0.8000000000000003,1,1,1,False,-1.0103888382073656
-2.6,0.9000000000000004,1,1,1,False,-1.0112291370240056
-2.6,1.0,1,1,1,False,-1.0118271184522685
-2.6,1.1000000000000005,1,1,1,False,-1.012217786061642
-2.6,1.2000000000000002,1,1,1,False,-1.0124325209304177
-2.6,1.2999999999999998,1,1,1,False,-1.0124992771698427
-2.6,1.4000000000000004,1,1,1,False,-1.0124428029001373
-2.6,1.5,1,1,1,False,-1.012284878365577
-2.6,1.6000000000000005,1,1,1,False,-1.0120445649852703
-2.6,1.7000000000000002,1,1,1,False,-1.011738451406341
-2.6,1.8000000000000007,1,1,1,False,-1.0113808919243183
-2.6,1.9000000000000004,1,1,1,False,-1.0109842366601283
-2.6,2.0,1,1,1,False,-1.0105590471098933
-2.6,2.1000000000000005,1,1,1,False,-1.0101142979834776
-2.6,2.2,1,1,1,False,-1.009657563222355
-2.6,2.3000000000000007,1,1,1,False,-1.0091951837543078
-2.6,2.4000000000000004,1,1,1,False,-1.0087324239793636
-2.6,2.5,1,1,1,False,-1.0082736110472725
-2.6,2.6000000000000005,1,1,1,False,-1.00782225609386
-2.6,2.7,1,1,1,False,-1.0073811697042245
-2.6,2.8000000000000007,1,1,1,False,-1.0069525580025382
-2.6,2.9000000000000004,1,1,1,False,-1.0065381119694903
-2.6,3.0,1,1,1,False,-1.0061390818272287
-2.5,-3.0,1,1,1,False,-0.7733078585259178
-2.5,-2.9,1,1,1,False,-0.7608054264363062
-2.5,-2.8,1,1,1,False,-0.750059380938417
-2.5,-2.7,1,1,1,False,-0.7413295219915738
-2.5,-2.6,1,1,1,False,-0.7348287112129981
-2.5,-2.5,1,1,1,False,-0.7307128035982656
-2.5,-2.4,1,1,1,False,-0.7290732317866145
-2.5,-2.3,1,1,1,False,-0.7299328375065527
-2.5,-2.2,1,1,1,False,-0.7332452521824351
-2.5,-2.1,1,1,1,False,-0.7388978575662009
-2.5,-2.0,1,1,1,False,-0.7467180559439511
-2.5,-1.9,1,1,1,False,-0.7564823250039152
-2.5,-1.7999999999999998,1,1,1,False,-0.7679273258398566
-2.5,-1.7,1,1,1,False,-0.7807622286470915
-2.5,-1.5999999999999999,1,1,1,False,-0.7946813859183164
-2.5,-1.5,1,1,1,False,-0.8093765448413668
-2.5,-1.4,1,1,1,False,-0.824547912892104
-2.5,-1.2999999999999998,1,1,1,False,-0.8399135648096133
-2.5,-1.2,1,1,1,False,-0.8552168643816138
-2.5,-1.0999999999999999,1,1,1,False,-0.8702317699782468
-2.5,-1.0,1,1,1,False,-0.8847660589728078
-2.5,-0.8999999999999999,1,1,1,False,-0.8986626369722471
-2.5,-0.7999999999999998,1,1,1,False,-0.9117991963680794
-2.5,-0.6999999999999997,1,1,1,False,-0.9240865436743738
-2.5,-0.5999999999999996,1,1,1,False,-0.9354659318283609
-2.5,-0.5,1,1,1,False,-0.9459057199456833
-2.5,-0.3999999999999999,1,1,1,False,-0.9553976631770933
-2.5,-0.2999999999999998,1,1,1,False,-0.9639530686444964
-2.5,-0.19999999999999973,1,1,1,False,-0.9715990320902091
-2.5,-0.09999999999999964,1,1,1,False,-0.9783748886604826
-2.5,0.0,1,1,1,False,-0.9843289868471938
-2.5,0.10000000000000009,1,1,1,False,-0.9895158441658445
-2.5,0.20000000000000018,1,1,1,False,-0.9939937060388092
-2.5,0.30000000000000027,1,1,1,False,-0.9978225101181514
-2.5,0.40000000000000036,1,1,1,False,-1.0010622354811314
-2.5,0.5,1,1,1,False,-1.0037716116093138
-2.5,0.6000000000000001,1,1,1,False,-1.0060071362442966
-2.5,0.7000000000000002,1,1,1,False,-1.0078223681916907
-2.5,0.8000000000000003,1,1,1,False,-1.0092674536388289
-2.5,0.9000000000000004,1,1,1,False,-1.0103888382212434
-2.5,1.0,1,1,1,False,-1.0112291367048165
-2.5,1.1000000000000005,1,1,1,False,-1.011827118424513
-2.5,1.2000000000000002,1,1,1,False,-1.0122177860338863
-2.5,1.2999999999999998,1,1,1,False,-1.012432520958173
-2.5,1.4000000000000004,1,1,1,False,-1.0124992774196429
-2.5,1.5,1,1,1,False,-1.012442802983404
-2.5,1.6000000000000005,1,1,1,False,-1.0122848786431327
-2.5,1.7000000000000002,1,1,1,False,-1.0120445649852705
-2.5,1.8000000000000007,1,1,1,False,-1.0117384514618522
-2.5,1.9000000000000004,1,1,1,False,-1.011380892201874
-2.5,2.0,1,1,1,False,-1.0109842367156394
-2.5,2.1000000000000005,1,1,1,False,-1.0105590472209158
-2.5,2.2,1,1,1,False,-1.0101142981500109
-2.5,2.3000000000000007,1,1,1,False,-1.009657563222355
-2.5,2.4000000000000004,1,1,1,False,-1.0091951836432855
-2.5,2.5,1,1,1,False,-1.008732424145897
-2.5,2.6000000000000005,1,1,1,False,-1.008273611047272
-2.5,2.7,1,1,1,False,-1.00782225609386
-2.5,2.8000000000000007,1,1,1,False,-1.0073811699262691
-2.5,2.9000000000000004,1,1,1,False,-1.0069525582245828
-2.5,3.0,1,1,1,False,-1.0065381120805126
-2.4,-3.0,1,1,1,False,-0.7872719153811935
-2.4,-2.9,1,1,1,False,-0.7733078583038732
-2.4,-2.8,1,1,1,False,-0.7608054262142616
-2.4,-2.7,1,1,1,False,-0.7500593810494393
-2.4,-2.6,1,1,1,False,-0.7413295218805515
-2.4,-2.5,1,1,1,False,-0.7348287117681096
-2.4,-2.4,1,1,1,False,-0.7307128035982655
-2.4,-2.3,1,1,1,False,-0.7290732316755921
-2.4,-2.2,1,1,1,False,-0.7299328377285972
-2.4,-2.1,1,1,1,False,-0.7332452520714127
-2.4,-2.0,1,1,1,False,-0.7388978573441561
-2.4,-1.9,1,1,1,False,-0.7467180559439511
-2.4,-1.7999999999999998,1,1,1,False,-0.7564823246708484
-2.4,-1.7,1,1,1,False,-0.7679273256178122
-2.4,-1.5999999999999999,1,1,1,False,-0.7807622287581139
-2.4,-1.5,1,1,1,False,-0.7946813859183164
-2.4,-1.4,1,1,1,False,-0.8093765447303445
-2.4,-1.2999999999999998,1,1,1,False,-0.8245479128365928
-2.4,-1.2,1,1,1,False,-0.8399135648096132
-2.4,-1.0999999999999999,1,1,1,False,-0.8552168643816138
-2.4,-1.0,1,1,1,False,-0.870231770033758
-2.4,-0.8999999999999999,1,1,1,False,-0.8847660589728078
-2.4,-0.7999999999999998,1,1,1,False,-0.898662636916736
-2.4,-0.6999999999999997,1,1,1,False,-0.9117991963680794
-2.4,-0.5999999999999996,1,1,1,False,-0.9240865435633515
-2.4,-0.5,1,1,1,False,-0.9354659313842715
-2.4,-0.3999999999999999,1,1,1,False,-0.9459057198901721
-2.4,-0.2999999999999998,1,1,1,False,-0.9553976631770933
-2.4,-0.19999999999999973,1,1,1,False,-0.963953068866541
-2.4,-0.09999999999999964,1,1,1,False,-0.9715990323400093
-2.4,0.0,1,1,1,False,-0.9783748884384379
-2.4,0.10000000000000009,1,1,1,False,-0.984328986639027
-2.4,0.20000000000000018,1,1,1,False,-0.9895158441797223
-2.4,0.30000000000000027,1,1,1,False,-0.9939937059971757
-2.4,0.40000000000000036,1,1,1,False,-0.9978225101112125
-2.4,0.5,1,1,1,False,-1.0010622354943588
-2.4,0.6000000000000001,1,1,1,False,-1.00377161162124
-2.4,0.7000000000000002,1,1,1,False,-1.0060071362408272
-2.4,0.8000000000000003,1,1,1,False,-1.007822368170874
-2.4,0.9000000000000004,1,1,1,False,-1.009267453624951
-2.4,1.0,1,1,1,False,-1.0103888382073654
-2.4,1.1000000000000005,1,1,1,False,-1.0112291369268611
-2.4,1.2000000000000002,1,1,1,False,-1.011827118369002
-2.4,1.2999999999999998,1,1,1,False,-1.012217786006131
-2.4,1.4000000000000004,1,1,1,False,-1.0124325209859288
-2.4,1.5,1,1,1,False,-1.012499277475154
-2.4,1.6000000000000005,1,1,1,False,-1.012442802983404
-2.4,1.7000000000000002,1,1,1,False,-1.012284878365577
-2.4,1.8000000000000007,1,1,1,False,-1.0120445650407814
-2.4,1.9000000000000004,1,1,1,False,-1.0117384514618522
-2.4,2.0,1,1,1,False,-1.0113808920353407
-2.4,2.1000000000000005,1,1,1,False,-1.0109842367711506
-2.4,2.2,1,1,1,False,-1.0105590472209156
-2.4,2.3000000000000007,1,1,1,False,-1.0101142980389888
-2.4,2.4000000000000004,1,1,1,False,-1.0096575632778662
-2.4,2.5,1,1,1,False,-1.0091951836432855
-2.4,2.6000000000000005,1,1,1,False,-1.0087324240348747
-2.4,2.7,1,1,1,False,-1.008273610825228
-2.4,2.8000000000000007,1,1,1,False,-1.0078222563159045
-2.4,2.9000000000000004,1,1,1,False,-1.0073811699262691
-2.4,3.0,1,1,1,False,-1.0069525582245828
-2.3,-3.0,1,1,1,False,-0.8023808646395735
-2.3,-2.9,1,1,1,False,-0.7872719151036377
-2.3,-2.8,1,1,1,False,-0.7733078585259177
-2.3,-2.7,1,1,1,False,-0.7608054265473283
