ic_id,dynamics,integrator,status,t_final_reached,success,residual_success,distance_success,residual_norm,nearest_eq_distance,energy_initial,energy_final,energy_drop,y0_1,y0_2,yT_1,yT_2
42,modified,fixed_rk4,event_converged,8.610000000000008,True,False,True,0.0041374500490740105,0.004928716664953186,5.125833963413949,8.559246454291266e-06,5.125825404167494,2.6411489707517353,0.6691151666173205,-0.31639400624256137,0.1435210995781494
43,original,fixed_rk4,event_converged,7.74000000000002,True,False,True,0.0041135888781694665,0.00495480594958964,-0.218717290424971,-0.5962046204896788,0.3774873300647078,-1.2814255146066529,2.9136431337431077,-0.3149295266448294,0.1532927210109506
43,modified,fixed_rk4,event_converged,8.97,True,False,True,0.004173164467202162,0.0048976420388793665,3.5913251356743987,8.707650835159356e-06,3.5913164280235637,-1.2814255146066529,2.9136431337431077,-0.314434941030415,0.153146150655649
44,original,fixed_rk4,event_converged,6.270000000000008,True,False,True,0.004422754818879036,0.004883987289074303,-0.5701503572185977,-0.5962059378876955,0.026055580669097744,0.4983755930990732,1.4942667714881637,-0.3134822646055517,0.15280227574335542
44,modified,fixed_rk4,event_converged,6.960000000000013,True,False,True,0.0043419528384704914,0.004916271206886092,1.094121865327959,9.426277225750977e-06,1.0941124390507333,0.4983755930990732,1.4942667714881637,-0.3138429015937892,0.15298777516029222
45,original,fixed_rk4,event_converged,6.360000000000008,True,False,True,0.0046393467359307685,0.0049003555842611944,-0.5853209088702874,-0.5962063105562141,0.010885401685926666,1.0662236782345076,1.8663261640234836,-0.31284591812752,0.15246471780229104
45,modified,fixed_rk4,event_converged,6.780000000000012,True,False,True,0.004507276598812981,0.004920118293028163,2.3033007179705507,1.0157771169103559e-05,2.3032905601993816,1.0662236782345076,1.8663261640234836,-0.3132997300003838,0.15275305629943264
46,original,fixed_rk4,event_converged,6.390000000000009,True,False,True,0.005107795617032363,0.004909290902966638,-0.5855790516468364,-0.596206336843115,0.010627285196278535,2.276348903524461,2.4230525691850815,-0.3114922503774857,0.15114287433270174
46,modified,fixed_rk4,event_converged,6.090000000000006,True,False,True,0.0053697215947824594,0.004981083617961235,6.135185033871591,1.441695500273654e-05,6.135170616916588,2.276348903524461,2.4230525691850815,-0.310746809220723,0.14970316695387376
47,original,fixed_rk4,event_converged,7.440000000000017,True,False,True,0.004138222216138381,0.004908494738994548,-0.3101627484882331,-0.5962049535839126,0.28604220509567946,-0.33903450559205783,2.6643042098291776,-0.31462641568334915,0.1531978687886818
47,modified,fixed_rk4,event_converged,8.580000000000009,True,False,True,0.004215633488472665,0.004924850824497229,2.520001601834169,8.885782854566104e-06,2.5199927160513145,-0.33903450559205783,2.6643042098291776,-0.31434838027088446,0.15315317642638387
48,original,fixed_rk4,event_converged,6.9900000000000135,True,False,True,0.004411150466493854,0.004958447201074778,-0.4902019132350317,-0.5962057194636148,0.10600380622858308,0.9618823270459611,2.6091394646771358,-0.3137164569477881,0.15298444312829051
48,modified,fixed_rk4,event_converged,7.860000000000021,True,False,True,0.004310781576764399,0.00493490623268127,3.35097867467318,9.291418901285678e-06,3.3509693832542786,0.9618823270459611,2.6091394646771358,-0.31400902008688647,0.15306546244232316
49,original,fixed_rk4,event_converged,7.290000000000016,True,False,True,0.004080130307845858,0.004903687331775793,-0.32602402200215064,-0.5962047050344037,0.27018068303225307,-0.8105881774213737,2.047573426528042,-0.3148889441429525,0.15323586318871038
49,modified,fixed_rk4,event_converged,8.49000000000001,True,False,True,0.004172292008613446,0.004893980227490507,1.4935604521974288,8.704010302569814e-06,1.4935517481871263,-0.8105881774213737,2.047573426528042,-0.3144262836120838,0.15314036006003356
50,original,fixed_rk4,event_converged,6.420000000000009,True,False,True,0.00445478309628318,0.0049675439432395165,-0.550373734293916,-0.5962058111687987,0.045832076874882666,-1.149874947809759,-1.3417429356241122,-0.3175051983220987,0.14381093378384174
50,modified,fixed_rk4,event_converged,7.260000000000016,True,False,True,0.0042914223022192215,0.004893825468841561,1.242650560951478,9.208152687992262e-06,1.24264135279879,-1.149874947809759,-1.3417429356241122,-0.3171364776627957,0.14374781120672447
51,original,fixed_rk4,event_converged,6.690000000000011,True,False,True,0.004658127688403613,0.00496951171104655,-0.5703425104712131,-0.5962062332321423,0.025863722760929186,1.4696392689557722,2.463426856371557,-0.3129488084732174,0.15261225137114404
51,modified,fixed_rk4,event_converged,7.2300000000000155,True,False,True,0.004426513565164786,0.00488945660822332,4.014893983482492,9.797011171293931e-06,4.0148841864713205,1.4696392689557722,2.463426856371557,-0.31348386535565914,0.15280905662621558
52,original,fixed_rk4,event_converged,6.840000000000012,True,False,True,0.004287249443730145,0.00494962469960581,-0.4802062773286001,-0.5962053675709175,0.11599909024231736,0.27296178641509616,1.9899015706812868,-0.3141419120719233,0.15312236699533385
52,modified,fixed_rk4,event_converged,7.8300000000000205,True,False,True,0.004267401137086711,0.004940236525607282,1.5097681110651913,9.105356232404474e-06,1.509759005708959,0.27296178641509616,1.9899015706812868,-0.31419004469139405,0.15312659994663835
53,original,fixed_rk4,event_converged,7.890000000000021,True,False,True,0.004074345148610736,0.00499629891276354,-0.17868077433695106,-0.5962041399279654,0.41752336559101433,-2.9380767515470554,2.3994593171974614,-0.3153690587607534,0.15336976146775308
53,modified,fixed_rk4,event_converged,9.209999999999996,True,False,True,0.004149502743095545,0.004896592979452394,5.556985931139072,8.609186507478729e-06,5.556977321952564,-2.9380767515470554,2.3994593171974614,-0.31453325302804047,0.15316695841751765
54,original,fixed_rk4,event_converged,7.050000000000014,True,False,True,0.0041892460187776225,0.00499089354714256,-0.3934192955253331,-0.5962048178546079,0.20278552232927477,-0.4332648902470173,1.8889062184671905,-0.3146967230123524,0.15329442383787495
54,modified,fixed_rk4,event_converged,8.220000000000017,True,False,True,0.004190530466841121,0.004902614057380531,1.1439395110090986,8.780272796761831e-06,1.1439307307363018,-0.4332648902470173,1.8889062184671905,-0.31437884083985546,0.15313782931524925
55,original,fixed_rk4,event_converged,7.3500000000000165,True,False,True,0.004304916916910349,0.0049964722973914145,-0.3645448159621432,-0.5962052652850747,0.23166044932293145,0.45288554011671733,2.992295639705154,-0.3142181124902822,0.15319290043282358
55,modified,fixed_rk4,event_converged,8.400000000000013,True,False,True,0.004283092567178715,0.004968080058716742,3.6017405596225913,9.172440969510779e-06,3.601731387181622,0.45288554011671733,2.992295639705154,-0.314215231477078,0.15316263787236586
56,original,fixed_rk4,event_converged,7.560000000000018,True,False,True,0.0041434790477351035,0.00494951725241979,-0.07151748667884111,-0.5962047960618431,0.524687309383002,0.13537236767387384,-2.1630859084149385,-0.3163429943364545,0.14349141196076304
56,modified,fixed_rk4,event_converged,8.910000000000002,True,False,True,0.004208016670807397,0.004919744676264263,1.9478615084513695,8.853702150896484e-06,1.9478526547492185,0.13537236767387384,-2.1630859084149385,-0.31673543979866103,0.1436023712566019
57,original,fixed_rk4,event_converged,6.030000000000006,True,False,True,0.004800109637324358,0.004951931159759348,-0.593858454376402,-0.5962064363016555,0.0023479819252535394,-1.5124699129059638,-1.1987315008256811,-0.318609518201171,0.14448451844395666
57,modified,fixed_rk4,event_converged,6.270000000000008,True,False,True,0.004676616630598311,0.004946135498917504,1.575098082066125,1.0935371554794352e-05,1.5750871466945702,-1.5124699129059638,-1.1987315008256811,-0.3182574009153666,0.1442386140532657
58,original,fixed_rk4,event_converged,7.74000000000002,True,False,True,0.004079844990818941,0.004960016867084694,0.06986100585791383,-0.5962044060873358,0.6660654119452496,1.3833166719596424,-1.76698756213651,-0.3159585868582872,0.14343367354721182
58,modified,fixed_rk4,event_converged,9.179999999999996,True,False,True,0.004204940229686776,0.004937566159631859,2.727224570692522,8.840761167619135e-06,2.7272157299313546,1.3833166719596424,-1.76698756213651,-0.31666327026280966,0.1435667028941516
